Oceanus Arcticus	Oceano Artico, Mare Glaciale Artico	Océano Ártico, océano Ártico, océano glacial Ártico	océan arctique, océan Arctique, océan Glacial arctique	Arctic Ocean, Arctic Sea	北極海, 北氷洋, 北極洋
Oceanus Pacificus	Oceano Pacifico	Océano Pacífico, océano Pacífico, Océano Pacífico, Pacífico	Océan Pacifique	Pacific Ocean, Pacific	太平洋
octavum	ottavo	octavo, ochavo	huitième	eighth	
octingenti	ottocento	ochocientos	huit cents, huit-cents	eight hundred	八百
octo	otto	ocho, ocho	huit	eight	八
october	ottobre	octubre	octobre	October	十月, 神無月, 10月
October	ottobre	octubre	octobre	October	十月, 神無月, 10月
octōgintā	ottanta	ochenta, 80	quatre-vingt, quatre-vingts, huitante, octante	eighty	八十
oculus	occhio	ojo	œil, yeux	eye	目
odium	odiare, odio	odio	haine	hatred, hate, distaste	憎しみ, 憎悪
odor	aula	aula	salle de classe	classroom	教室, 教場
odos	aula	aula	salle de classe	classroom	教室, 教場
oeconomia	scienze economiche, economia	economía	science économique, économie	economics, economic science	経済学
Oecotropheum	collegio scolastico	internado	pensionnat	boarding school	ボーディングスクール
offerre	mostrare, presentare	mostrar, presentar, indicar, revelar	montrer, présenter	show, display, present, reveal, indicate	見せる, 示す, 表す
Officium	carica, funzione, ruolo	cargo, función, ministerio	charge	office	
officiō	impedire, ostacolare, intralciare	dificultar, entorpecer, estorbar	entraver	hinder	妨げる
offocare	strangolare	estrangular	étrangler, stranguler	strangle, strangulate, throttle	
Ogygia	Ogigia	Ogigia	Ogygie	Ogygia	
olea	olivo, ulivo	olivo, aceituno	olivier	olive, olive tree	オリーブ
Olympia	giochi olimpici	Juegos Olímpicos, Olimpiadas, Olimpíadas, Olimpiada, Olimpíada	Jeux Olympiques, JO, Jeux olympiques, Jeux, Olympiques	Olympic Games, Olympics	近代オリンピック
Omania	Oman, sultanato d'Oman	Omán	Oman, sultanat d'Oman	Oman, Sultanate of Oman	オマーン
omen	presagio, augurio	presagio, augurio	présage, augure, auspice	omen, augury, portent, abodance, portending, abode, foreboding, forboding, abodement, aboding	
Omurano		omurano, mayna	omurana, mayna	Omurano, Humurana, Roamaina, Numurana, Umurano, Mayna	
Onoba	Huelva	Huelva	Huelva	Huelva	ウエルバ
Onuba	Huelva	Huelva	Huelva	Huelva	ウエルバ
operarius	operaio	obrero, trabajador, operario, obrera, operaria, trabajadora	ouvrier, travailleur	worker	
operistitium	sciopero	huelga	grève	strike	ストライキ
opponere	torcere	torcer	tordre	twist	捻る
opportunitas	possibilità, opportunità	probabilidad, posibilidad, oportunidad	chance, opportunité, occasion	chance, opportunity, possibility	チャンス
optativus	ottativo	optativo	optatif	optative	
optimum	ottimale	óptimo	optimum	optimum	
ora	costa, riva	costa	côte	coast, seaside	沿岸, 海辺
oratoria	oratoria	oratoria		oratory	
ordalium	ordalia	ordalía	ordalie, jugement de Dieu	ordeal	神明裁判
ordo	ordine	orden	ordre	order	
Organum genitalum	genitale, organo genitale	órgano genital	génital	genital, sex organ, sexual organ	
Organum genitalum femininum				female genital organ	
Organum genitalum masculinum				male genital organ	
oriens	est, oriente	este, oriente	est	east	東
ornithorhynchus	ornitorinco	ornitorrinco	ornithorynque	platypus, duck-billed platypus, duckbill, duckmole, watermole, duckbilled platypus	カモノハシ
oropedium	altopiano, pianoro	mesa, meseta		plateau, tableland	
orthographia	ortografia	ortografía	orthographe	orthography	正書法
os	osso	hueso	os	bone	骨
os calcis	calcagno		calcanéum, calcanéus	heel bone, calcaneus	
os costale	costola	costilla	côte	rib	肋骨
os Coxae	osso iliaco	hueso de la cadera	os coxal	hip bone, innominate bone, coxal bone, ınnominate bone, bone of pelvic girdle, pelvic bone	
os coxae	osso iliaco	hueso de la cadera	os coxal	hip bone, innominate bone, coxal bone, ınnominate bone, bone of pelvic girdle, pelvic bone	
os ethmoidale	osso etmoide	hueso etmoides	os ethmoïde	ethmoid bone	
os femoris	femore	fémur	fémur	femur, thigh bone, thighbone	大腿骨
os frontal	osso frontale	hueso frontal	os frontal	frontal bone	前頭骨
os hyoideum		hueso hioides	os hyoïde, os lingual	hyoid bone	
os ischii	ischio		ischion	ischium	
os lacrimale	osso lacrimale	hueso lagrimal, hueso lacrimal, unguis	os lacrymal	lacrimal bone	
os nasale	osso nasale	hueso nasal	os nasal	nasal bone	
os occipital	osso occipitale	hueso occipital	os occipital	occipital bone	
os palatinum	osso palatino	palatino	os palatin	palatine bone	
os parietal		hueso parietal	os pariétal	parietal bone	
os sacrum	osso sacro, sacro	sacro	sacrum	sacrum	
os sphenoidale	osso sfenoide	hueso esfenoides	os sphénoïde	sphenoid bone, butterfly bone	
os temporale	osso temporale	hueso temporal	os temporal	temporal bone	
osculum	bacio, bacetto	beso	bisou, bise, baiser	kiss	接吻
osmium	osmio	osmio	osmium	osmium	オスミウム
ostendere	mostrare, presentare	mostrar, presentar, indicar, revelar	montrer, présenter	show, display, present, reveal, indicate	見せる, 示す, 表す
ostium	porta, portiera, sportello	puerta	porte, huis	gate, door	門, 戸, 扉, ドア
ostrea	ostrica	ostra	huître, huitre	oyster	カキ
ovis	pecora	oveja	mouton	sheep	羊, ひつじ
ovum	uovo	huevo	oeuf, œuf	egg	卵
ovum paschale	uovo di Pasqua	huevo de Pascua	œuf de Pâques	Easter egg	イースター・エッグ
oxygenium	ossigeno	oxígeno	oxygène	oxygen	酸素
oxymorum	ossimoro	oxímoron	oxymore	oxymoron	
paeninsula	penisola	península	péninsule	peninsula	半島
paganismus	paganesimo	paganismo	paganisme	paganism	ペイガニズム
paganitas	paganesimo	paganismo	paganisme	paganism	ペイガニズム
pagina	pagina	página	page	page	面, ページ, 項
paliurus	arbusto, cespuglio	arbustos, arbusto	arbuste, arbrisseau	shrub	低木, 灌木
palladium	paladio, palladio	paladio	palladium	palladium	パラジウム
pallens	verdastro, verdino	verdoso	verdâtre	greenish	
pallium	pallio; pallio	palio; palio		pallium; pallium	パリウム; パリウム
palmula	dattero	dátil	datte	date	
palpebra	palpebra	párpado	paupière	eyelid	まぶた, 瞼, 眼蓋, 目蓋
palus	palude, pantano, aquitrino	pantanos, pantano	marais, marécage	marsh, brook	湿地, 湿原
Palus Maeotis	Mar d'Azov	Mar de Azov, mar de Azov		Sea of Azov	
panis	pane	pan	pain	bread	パン
Pannonia	Pannonia	Panonia	Pannonie	Pannonia	
Panoramix	Panoramix	Panoramix	Panoramix	Getafix	
papa	papa, Papa	papa, santo padre, sumo pontífice	pape	pope	教皇, ローマ法王
papabilis	papabile	nominado, papable	pressenti, papable, papabile	short list	
papaver	papaver, papavero	amapola	pavot	poppy, corn poppy, field poppy, Flanders poppy, red poppy, corn rose	ケシ
papilla	capezzolo	pezón, niple	mamelon, téton	nipple, papilla	乳首, 乳頭, ニップル
Papua Nova Guinea	Papua Nuova Guinea	Papúa-Nueva Guinea	Papouasie-Nouvelle-Guinée	Papua New Guinea	パプアニューギニア
papyrus		'papiro, papiro	papyrus	papyrus	
parabola	parabola	parábola		parable	
Paraguaia	Paraguay	Paraguay	Paraguay	Paraguay	パラグアイ
paramecium	paramecio	paramecio		Paramecium, paramecium	
paraplegia	paraplegia	paraplegia, paraplejía, paraplejia	paraplégie	paraplegia	
parere	partorire, nascere, dare alla luce	criar, producir, parir, dar a luz	accoucher, donner naissance, mettre au monde	deliver, give birth, bear, birth, have, bring forth	生む, 産む
Paris	Parigi	París	Paris	Paris	パリ
Parisii	Parigi	París	Paris	Paris	パリ
parotis	orecchioni, parotite epidemica	paperas, papera, parótidas	oreillon, oreillons, parotidite virale, parotidite ourlienne	mumps, epidemic parotitis	流行性耳下腺炎, おたふく風邪
partialiter	parzialmente, in parte	en parte, parcialmente	en partie, partiellement, à moité	partly, partially, part	部分的に
parus	cincia, cinciallegra	parus, paro, carbonero	mésange	tit, chickadee, titmouse	
parvus	piccolo	corto, pequeño, pequeña, menudo, menuda, chico, chica	petit	short, small	小さい
Pascha	Pasqua; Pesach, Pesah, Pasqua ebraica	pascua, Pascua; Pésaj, pascua judiá, pascua judía	Pâques; Pessa'h	Easter; Passover	イースター, 復活祭; 過越
pasta	pasta	pastas	pâtes, pâtes alimentaires	pasta	パスタ
pastus	prateria da pascolo, pascolo, pastura	pastos	pâturage, pâture	pasture	放牧地
pater	padre, papà; papa, Papa	padre, papi, papá; papa, santo padre, sumo pontífice	père; pape	father; pope	父, お父さん, 父親, 父上, 親父; 教皇, ローマ法王
patruus	zio paterno, zio	tío, tío paterno	oncle paternel, oncle	paternal uncle, uncle	
pauper	povero	pobre	pauvre	poor	貧しい, 貧乏な
Pauperes commilitones Christi Templique Solomonici	Templari, ordine dei Templari, cavalieri templari	Caballeros Templarios, Orden de los Pobres Caballeros de Cristo y del Templo de Salomón	ordre du Temple, Pauvres Chevaliers du Christ et du Temple de Salomon	Knights Templar, Poor Fellow-Soldiers of Christ and of the Temple of Solomon, Order of the Temple, Templars	テンプル騎士団
pectus	pètto, petto	pecho	poitrine, thorax	chest, breast, thorax	胸, 胸部
pecunia	moneta, denaro, soldi, danaro	dinero, plata	argent, denier	money	お金, 金銭
pedare	scoreggiare, fare un peto, scorreggiare	tirarse un pedo	péter, lâcher un vent, lâcher une caisse, prouter, émettre des vents	fart, pass gas, let rip, flatulate, break wind	おならをする, 放屁する, 屁をひる, 屁をこく
pedester	a piedi	a pie	à pied	afoot, by foot, on foot	歩いて
pediludium	calcio	fútbol, futbol, balompié	football, foot	football, association football	サッカー
pelliceus	cutaneo, dermico	cutáneo	cutané	cutaneous, dermic, dermal	
pellio	pellicciaio	peletero		furrier	
penis	pene, cazzo, membro, verga, mazza	pene, verga, pijo	pénis, zob, queue, zizi, bite, verge, membre	penis, cock, dick, putz, pickle, dong, pecker, prick, member	陰茎, 男根, ペニス, イチモツ, ちんこ, ちんぽ, ちんちん
penna	pinna	aleta	nageoire	fin	鰭
pennatus	pennuto, piumoso	pinnado, plumado	penné	feathered, pennate, pennated	
Pentecostes	Pentecoste	Pentecostés	Pentecôte	Pentecost, Whitsum, Whitsun, Whitsunday	ペンテコステ
per	per	por, a través	par	through	と
perduellio	tradimento	traición	trahison	betrayal, treason, treachery	裏切り
pericardium	pericardio	epicardio, pericardio	péricarde	pericardium, heart sac, theca cordis	心嚢, 心膜
perigaeum	perigeo	perigeo	périgée	perigee	近地点
perjurium	spergiuro	perjurio	parjure, faux serment	perjury, forswearing	偽証の罪
permutatio	resto, cambio	cambio, efectivo	monnaie	change	お釣り, つり銭, 小銭
perna	prosciutto	jamón, pernil	jambon	ham	ハム
Perpinianum	Perpignano	Perpiñán	Perpignan	Perpignan	ペルピニャン
Persia	Fars	Fars, Persia, Farsistán	Fars, Pars	Fars, Pars, Fārs	
persicum	pesca, pèsca	melocotón, durazno	pêche	peach	桃
Persis	Fars	Fars, Persia, Farsistán	Fars, Pars	Fars, Pars, Fārs	
perspicillum	occhiali	gafas, anteojos, lentes, antiparras	lunettes	glasses, spectacles, eyeglasses	眼鏡
pes	piede, piède, piede	pie	pied	foot	足, 足, 足
pestis	peste	peste	peste	plague	ペスト
petaurista	acrobata	acróbata	acrobate	acrobat, tumbler	アクロバット
petroselinon	prezzemolo	perejil	persil, persil cultivé, persil odorant, persin	parsley, garden parsley	パセリ
petroselinum	prezzemolo	perejil	persil, persil cultivé, persil odorant, persin	parsley, garden parsley	パセリ
pharmacopolium	farmacia	farmacia, botica	pharmacie, pharmacie	chemist's, pharmacy, chemist's shop	薬局
pharus	faro	faro	phare	lighthouse	灯台
pharynx	faringe	faringe	pharynx	pharynx	咽頭
Philippinae	Filippine	Filipinas	Philippines	Philippines, Republic of the Philippines	フィリピン
philosophia	filosofia	filosofía	philosophie	philosophy	
philosophia analytica	filosofia analitica	filosofía analítica	philosophie analytique	analytic philosophy	分析哲学
philosophus	filosofo	filósofo, filósofa	philosophe	philosopher	
phonema	fonema	fonema	phonème	phoneme	音素
phosphorus	fosforo	fósforo	phosphore	phosphorus	燐
photogramma	fotogramma, frame	cuadro	trame	video frame, frame	
photon	fotone	fotón	photon	photon	光子
physica	fisica	física	physique	physics	物理学
pibgorn				pigborn	
pica	gazza	urraca, picaza	pie	magpie	鵲
Pichilemu	Pichilemu	Pichilemu	Pichilemu	Pichilemu	ピチレム
pictura	pittura, quadro, dipinto	retrato, pintura, cuadro	peinture	painting	絵
pigramma	epigramma	epigrama	épigramme	epigram	エピグラム
pila	pallone, palla	pelota, bola, balón	balle, ballon, ballon	ball	ボール
pilum	giavellotto	jabalina	javelot	javelin	
pilus	capello	cabello	cheveu, tif	hair, hair	髪の毛 (かみのけ, 髪
pingo	peindre, pitturare, dipingere, ritrarre	pintar	peindre	paint	
pinna	pinna	aleta	nageoire	fin	鰭
pinus sibirica	pino siberiano, pinus sibirica	pinus sibirica, pino siberiano, abeto siberiano	pin de Sibérie	pinus sibirica, Siberian pine	
pirus	pero	peral	poirier	pear, pear, pear tree	
piscari	pescare	pescar	pêcher	fish	釣り
Piscator	pescatore	pescador	pêcheur	fisherman	
piscina	piscina	piscina, alberca, pileta	piscine, pistoche	swimming pool	プール
piscis	pesci, pesce	pez	poisson	fish	魚
pistacium	pistacchio	pistacho	pistache	pistachio	ピスタチオ
pistor	fornaio, panificatore, panettiere	panadero	boulanger	baker	パン屋
Pitzilemum	Pichilemu	Pichilemu	Pichilemu	Pichilemu	ピチレム
pius		beato, beata, piadoso, piadosa, pío, pía	pieux	pious	敬虔, 信心深い
placenta	placenta; torta	placenta; pastel, torta	placenta; gateau, gâteau	placenta; cake	胎盤; 菓子な, ケーキ
planeta	pianeta=edit, pianeta				
planipes	scalzo, a piedi nudi, scalza	descalza, descalzo	déchaussé, pieds-nus, nu-pieds, déchaussée	barefoot, barefooted	
platinum	platino	platino	platine	platinum	プラチナ, 白金
platyceros	renna	reno, caribú	renne, caribou	reindeer, caribou	トナカイ, 馴鹿
plaustrum	carretto, carrello, carro	carreta, carretón de mano	charrette, chariot	cart	荷車, カート
plenus	pieno, zeppo, carico	lleno, llena, plena, pleno	plein, bondé, bondé	full	一杯, 満々
plumbago	grafite	grafito	graphite	graphite	石墨, グラファイト
plumbum	piombo; matita	plomo; lápiz	plomb, saturne, aabam; crayon	lead; pencil	鉛; 鉛筆, えんぴつ
plutonium	plutonio, plutonio, plutonio	plutonio, plutonio, plutonio	plutonium, plutonium, plutonium	plutonium, plutonium, plutonium	プルトニウム
pluvia tenuis	pioviggine, pioggerella	llovizna	bruine, crachin	drizzle, mizzle	
plūma	penna, piuma	pluma	plume	feather, plumage, plume	羽根
pneumoconiosis	pneumoconiosi	neumoconiosis	pneumoconiose	pneumoconiosis	肺塵症
pneumonia	polmonite, polmonite, polmonite	pulmonía, neumonía, neumonitis, pulmonía, neumonía, pulmonía, neumonía	pneumonie, pneumonie, pneumonie, pneumonie franche lobaire aiguë, PFLA	pneumonia, pneumonia, pneumonia	肺炎
poeta	poeta	poeta	poète	poet	詩人
pollex	pollice, dito grosso	pulgar	pouce	thumb	親指
polonium	polonio	polonio	polonium	polonium	ポロニウム
polverem ablator	aspirapolvere	aspiradora	aspirateur, balayeuse, aspirateur électrique, aspi	vacuum cleaner, hoover, vacuum	掃除機
polydactylus	polidattile	polidactil	polydactyle	polydactyl, polydactylous	
pomeridiem	post meridiem, p.m., postmeridiano	post merídiem, p.m., PM	post meridiem	post meridiem, PM, pm, p.m.	
Pompeii	Pompei	Pompeya	Pompéi	Pompeii	ポンペイ
Pondus	peso	peso	poids	weight	重量
pons	ponte	puentes, puente	pont	bridge	橋, はし
Pontus	Mar Nero	Mar Negro	Mer noire	Black Sea	黒海
Pontus Euxinus	Mar Nero	Mar Negro	Mer noire	Black Sea	黒海
popīna	trattoria	restauran, restaurante	bistro	bistro	ビストロ
porcus	maiale, porco	cerdo, puerco, marrano, cochino, chancho	cochon, porc	pig, hog	豚
pornographia	pornografia, porno	pornografía, porno	pornographie, porno	pornography, porn	ポルノグラフィー, ポルノ
portentum	presagio, augurio	presagio, augurio	présage, augure, auspice	omen, augury, portent, abodance, portending, abode, foreboding, forboding, abodement, aboding	
portus	porto	puerto	port	harbour	港
posca	posca	posca	posca	posca	
positio	luogo, posto	lugar, ubicación, sitio, localidad	lieu, endroit	place, location, situation	場所, 位置
post meridiem	post meridiem, p.m., postmeridiano	post merídiem, p.m., PM	post meridiem	post meridiem, PM, pm, p.m.	
posthac	da ora, d'ora in poi, d'ora in avanti	desde ahora, de ahora en adelante	d'ores et déjà, désormais, dorénavant, dores et déjà, dors et déjà, d'ors et déjà	from now on, as of now, henceforth, henceforward, as from now	今や, 今後, これ以後, これから
postmeridiem	post meridiem, p.m., postmeridiano	post merídiem, p.m., PM	post meridiem	post meridiem, PM, pm, p.m.	
